x,y,filename,cluster
0.65318716,70.117294,../data/output/patches/vallejo_ca/2993917_m_3812263_ne_10_060_20200528_1070.png,5
0.5976107,58.662872,../data/output/patches/vallejo_ca/2993917_m_3812263_ne_10_060_20200528_1070.png,5
0.6079857,59.828857,../data/output/patches/vallejo_ca/2993917_m_3812263_ne_10_060_20200528_1070.png,5
0.662605,18.201342,../data/output/patches/vallejo_ca/2993917_m_3812263_ne_10_060_20200528_1070.png,18
0.90571856,38.70993,../data/output/patches/durham_nc/3057173_m_3507809_nw_17_060_20200711_2481.png,11
0.9113733,39.050446,../data/output/patches/durham_nc/3057173_m_3507809_nw_17_060_20200711_2481.png,11
0.9104388,37.553352,../data/output/patches/durham_nc/3057173_m_3507809_nw_17_060_20200711_2481.png,11
0.9023955,37.411034,../data/output/patches/durham_nc/3057173_m_3507809_nw_17_060_20200711_2481.png,11
0.96729356,-28.31532,../data/output/patches/atlanta_ga/2866307_m_3308421_ne_16_060_20190910_2237.png,11
0.8274617,8.4073,../data/output/patches/atlanta_ga/2866307_m_3308421_ne_16_060_20190910_2237.png,11
0.84771895,33.678406,../data/output/patches/atlanta_ga/2866307_m_3308421_ne_16_060_20190910_2237.png,11
0.9372232,-42.751842,../data/output/patches/atlanta_ga/2866307_m_3308421_ne_16_060_20190910_2237.png,11
0.33572522,-50.67864,../data/output/patches/boulder_co/3029651_m_4010562_ne_13_060_20190919_1443.png,0
0.28782842,-26.710144,../data/output/patches/boulder_co/3029651_m_4010562_ne_13_060_20190919_1443.png,0
0.5817068,-101.78975,../data/output/patches/boulder_co/3029651_m_4010562_ne_13_060_20190919_1443.png,12
0.38681838,9.067348,../data/output/patches/boulder_co/3029651_m_4010562_ne_13_060_20190919_1443.png,19
0.5165829,-76.61329,../data/output/patches/charlotte_nc/3057880_m_3508058_nw_17_060_20200711_1802.png,12
0.085694194,-1.432376,../data/output/patches/charlotte_nc/3057880_m_3508058_nw_17_060_20200711_1802.png,10
0.40391824,16.69909,../data/output/patches/charlotte_nc/3057880_m_3508058_nw_17_060_20200711_1802.png,19
0.17732704,21.172356,../data/output/patches/charlotte_nc/3057880_m_3508058_nw_17_060_20200711_1802.png,10
0.72539353,15.724709,../data/output/patches/chicago_il/3133595_m_4108712_sw_16_060_20210908_1032.png,18
0.32005733,-14.938182,../data/output/patches/chicago_il/3133595_m_4108712_sw_16_060_20210908_1032.png,19
0.29399022,53.3809,../data/output/patches/chicago_il/3133595_m_4108712_sw_16_060_20210908_1032.png,3
0.118852586,-29.849718,../data/output/patches/chicago_il/3133595_m_4108712_sw_16_060_20210908_1032.png,6
0.3436213,14.268706,../data/output/patches/minneapolis_mn/3145987_m_4509363_sw_15_060_20210618_1318.png,19
0.43903518,64.9682,../data/output/patches/minneapolis_mn/3145987_m_4509363_sw_15_060_20210618_1318.png,3
0.33256385,-64.57516,../data/output/patches/minneapolis_mn/3145987_m_4509363_sw_15_060_20210618_1318.png,0
0.7614982,53.686787,../data/output/patches/minneapolis_mn/3145987_m_4509363_sw_15_060_20210618_1318.png,5
0.7952149,78.52677,../data/output/patches/syracuse_ny/3167090_m_4307663_se_18_060_20211020_294.png,5
0.39227638,38.922108,../data/output/patches/syracuse_ny/3167090_m_4307663_se_18_060_20211020_294.png,3
0.4672293,-42.505245,../data/output/patches/syracuse_ny/3167090_m_4307663_se_18_060_20211020_294.png,12
0.2648447,72.85534,../data/output/patches/syracuse_ny/3167090_m_4307663_se_18_060_20211020_294.png,3
0.57486475,-13.446691,../data/output/patches/thousand_oaks_ca/2994766_m_3411849_nw_11_060_20200522_906.png,15
0.84981364,4.75166,../data/output/patches/thousand_oaks_ca/2994766_m_3411849_nw_11_060_20200522_906.png,11
0.98524565,22.52173,../data/output/patches/thousand_oaks_ca/2994766_m_3411849_nw_11_060_20200522_906.png,11
0.8328162,-71.818016,../data/output/patches/thousand_oaks_ca/2994766_m_3411849_nw_11_060_20200522_906.png,1
0.8615198,-68.197464,../data/output/patches/knoxville_tn/3084091_m_3508416_nw_16_060_20210404_1167.png,1
0.9172368,-58.736084,../data/output/patches/knoxville_tn/3084091_m_3508416_nw_16_060_20210404_1167.png,1
0.93365985,-44.735054,../data/output/patches/knoxville_tn/3084091_m_3508416_nw_16_060_20210404_1167.png,11
0.92268497,-55.271652,../data/output/patches/knoxville_tn/3084091_m_3508416_nw_16_060_20210404_1167.png,1
0.63556087,99.85017,../data/output/patches/hartford_ct/3099330_m_4107219_ne_18_060_20211001_1013.png,5
0.6783314,20.70915,../data/output/patches/hartford_ct/3099330_m_4107219_ne_18_060_20211001_1013.png,18
0.71439445,74.479,../data/output/patches/hartford_ct/3099330_m_4107219_ne_18_060_20211001_1013.png,5
0.6458822,-33.230625,../data/output/patches/hartford_ct/3099330_m_4107219_ne_18_060_20211001_1013.png,15
0.82125056,-60.758663,../data/output/patches/kansas_city_mo/2981520_m_3909460_nw_15_060_20200607_2070.png,1
0.81917554,-70.35987,../data/output/patches/kansas_city_mo/2981520_m_3909460_nw_15_060_20200607_2070.png,1
0.49149457,53.67361,../data/output/patches/kansas_city_mo/2981520_m_3909460_nw_15_060_20200607_2070.png,18
0.89575213,-65.60119,../data/output/patches/kansas_city_mo/2981520_m_3909460_nw_15_060_20200607_2070.png,1
0.600223,57.46,../data/output/patches/las_vegas_nv/2948151_m_3611547_sw_11_060_20190704_654.png,5
0.4558396,75.124695,../data/output/patches/las_vegas_nv/2948151_m_3611547_sw_11_060_20190704_654.png,3
0.39062762,65.11515,../data/output/patches/las_vegas_nv/2948151_m_3611547_sw_11_060_20190704_654.png,3
0.46056876,-48.493065,../data/output/patches/las_vegas_nv/2948151_m_3611547_sw_11_060_20190704_654.png,12
0.314521,1.0984561,../data/output/patches/little_rock_ar/3108695_m_3409213_sw_15_060_20211115_1392.png,19
0.8026292,56.924953,../data/output/patches/little_rock_ar/3108695_m_3409213_sw_15_060_20211115_1392.png,5
0.3264924,-78.35102,../data/output/patches/little_rock_ar/3108695_m_3409213_sw_15_060_20211115_1392.png,0
0.32995152,43.72386,../data/output/patches/little_rock_ar/3108695_m_3409213_sw_15_060_20211115_1392.png,3
0.3201513,13.390784,../data/output/patches/cape_coral_fl/3096154_m_2608232_sw_17_060_20211217_2419.png,19
0.61754256,-22.29342,../data/output/patches/cape_coral_fl/3096154_m_2608232_sw_17_060_20211217_2419.png,15
0.8492103,5.4560895,../data/output/patches/cape_coral_fl/3096154_m_2608232_sw_17_060_20211217_2419.png,11
0.80116385,-30.845613,../data/output/patches/cape_coral_fl/3096154_m_2608232_sw_17_060_20211217_2419.png,15
0.8671591,-4.636484,../data/output/patches/worcester_ma/3066556_m_4207142_ne_19_060_20211019_128.png,11
0.7884148,-25.003494,../data/output/patches/worcester_ma/3066556_m_4207142_ne_19_060_20211019_128.png,15
0.5194851,-21.266645,../data/output/patches/worcester_ma/3066556_m_4207142_ne_19_060_20211019_128.png,15
0.71904486,14.014461,../data/output/patches/worcester_ma/3066556_m_4207142_ne_19_060_20211019_128.png,18
0.39932916,74.50136,../data/output/patches/colorado_springs_co/3031934_m_3810403_se_13_060_20190908_1518.png,3
0.111774065,29.260695,../data/output/patches/colorado_springs_co/3031934_m_3810403_se_13_060_20190908_1518.png,10
0.30506197,-14.680381,../data/output/patches/colorado_springs_co/3031934_m_3810403_se_13_060_20190908_1518.png,19
0.19270788,17.220272,../data/output/patches/colorado_springs_co/3031934_m_3810403_se_13_060_20190908_1518.png,10
0.5159371,49.77713,../data/output/patches/akron_oh/3069467_m_4108152_se_17_060_20210605_1139.png,18
0.5328198,-32.61764,../data/output/patches/akron_oh/3069467_m_4108152_se_17_060_20210605_1139.png,15
0.40201077,-17.295244,../data/output/patches/akron_oh/3069467_m_4108152_se_17_060_20210605_1139.png,19
0.45159665,-4.573387,../data/output/patches/akron_oh/3069467_m_4108152_se_17_060_20210605_1139.png,19
0.37548298,-104.376396,../data/output/patches/stockton_ca/2999968_m_3712107_sw_10_060_20200617_721.png,0
0.4080264,-10.732425,../data/output/patches/stockton_ca/2999968_m_3712107_sw_10_060_20200617_721.png,19
0.34941015,-102.983406,../data/output/patches/stockton_ca/2999968_m_3712107_sw_10_060_20200617_721.png,0
0.3784968,61.46112,../data/output/patches/stockton_ca/2999968_m_3712107_sw_10_060_20200617_721.png,3
0.5558466,-84.53672,../data/output/patches/richmond_va/3173327_m_3707729_se_18_060_20210910_1170.png,12
0.50803214,-54.51244,../data/output/patches/richmond_va/3173327_m_3707729_se_18_060_20210910_1170.png,12
0.3654753,-60.9656,../data/output/patches/richmond_va/3173327_m_3707729_se_18_060_20210910_1170.png,0
0.54386336,-58.521816,../data/output/patches/richmond_va/3173327_m_3707729_se_18_060_20210910_1170.png,12
0.1744439,1.2520401,../data/output/patches/dayton_oh/3067991_m_3908423_ne_16_060_20210902_1660.png,10
0.566221,-67.206604,../data/output/patches/dayton_oh/3067991_m_3908423_ne_16_060_20210902_1660.png,12
0.70123875,83.24011,../data/output/patches/dayton_oh/3067991_m_3908423_ne_16_060_20210902_1660.png,5
0.6960361,82.55549,../data/output/patches/dayton_oh/3067991_m_3908423_ne_16_060_20210902_1660.png,5
0.17986593,-5.128953,../data/output/patches/oklahoma_city_ok/3161518_m_3509729_sw_14_060_20210513_2313.png,10
0.497515,-103.09706,../data/output/patches/oklahoma_city_ok/3161518_m_3509729_sw_14_060_20210513_2313.png,12
0.3958828,105.944565,../data/output/patches/oklahoma_city_ok/3161518_m_3509729_sw_14_060_20210513_2313.png,3
0.49157527,-48.327106,../data/output/patches/oklahoma_city_ok/3161518_m_3509729_sw_14_060_20210513_2313.png,12
0.9763748,-1.8574253,../data/output/patches/riverside_ca/3000232_m_3311704_ne_11_060_20200423_2030.png,11
0.78788286,2.5147467,../data/output/patches/riverside_ca/3000232_m_3311704_ne_11_060_20200423_2030.png,11
0.5558891,7.0589213,../data/output/patches/riverside_ca/3000232_m_3311704_ne_11_060_20200423_2030.png,15
0.82029647,-37.547676,../data/output/patches/riverside_ca/3000232_m_3311704_ne_11_060_20200423_2030.png,1
0.30452558,92.476875,../data/output/patches/albuquerque_nm/2958762_m_3510651_ne_13_060_20200608_282.png,3
0.2976279,86.967575,../data/output/patches/albuquerque_nm/2958762_m_3510651_ne_13_060_20200608_282.png,3
0.43449527,108.29258,../data/output/patches/albuquerque_nm/2958762_m_3510651_ne_13_060_20200608_282.png,3
0.64041007,102.47846,../data/output/patches/albuquerque_nm/2958762_m_3510651_ne_13_060_20200608_282.png,5
0.37093693,66.62676,../data/output/patches/pittsburgh_pa/2925338_m_4007933_sw_17_060_20190918_1644.png,3
0.62817514,-29.653118,../data/output/patches/pittsburgh_pa/2925338_m_4007933_sw_17_060_20190918_1644.png,15
0.013847801,0.6597454,../data/output/patches/pittsburgh_pa/2925338_m_4007933_sw_17_060_20190918_1644.png,10
0.47412395,13.106407,../data/output/patches/pittsburgh_pa/2925338_m_4007933_sw_17_060_20190918_1644.png,19
0.39967898,36.523083,../data/output/patches/new_haven_ct/3099421_m_4107241_sw_18_060_20211105_825.png,18
0.56974465,-93.5409,../data/output/patches/new_haven_ct/3099421_m_4107241_sw_18_060_20211105_825.png,12
0.7675139,-79.96946,../data/output/patches/new_haven_ct/3099421_m_4107241_sw_18_060_20211105_825.png,1
0.3786557,37.97884,../data/output/patches/new_haven_ct/3099421_m_4107241_sw_18_060_20211105_825.png,2
0.44572002,110.53422,../data/output/patches/albuquerque_nm/2958796_m_3510659_se_13_060_20200608_1170.png,3
0.56189656,-95.55296,../data/output/patches/albuquerque_nm/2958796_m_3510659_se_13_060_20200608_1170.png,12
0.3715545,70.36989,../data/output/patches/albuquerque_nm/2958796_m_3510659_se_13_060_20200608_1170.png,3
0.66940045,53.5353,../data/output/patches/albuquerque_nm/2958796_m_3510659_se_13_060_20200608_1170.png,5
0.35574025,-59.496002,../data/output/patches/stockton_ca/2999957_m_3712105_ne_10_060_20200617_848.png,0
0.18425669,59.7169,../data/output/patches/stockton_ca/2999957_m_3712105_ne_10_060_20200617_848.png,14
0.52136177,-61.845375,../data/output/patches/stockton_ca/2999957_m_3712105_ne_10_060_20200617_848.png,12
0.3406646,13.372948,../data/output/patches/stockton_ca/2999957_m_3712105_ne_10_060_20200617_848.png,19
0.378402,55.16034,../data/output/patches/syracuse_ny/3167089_m_4307663_nw_18_060_20211020_1833.png,3
0.68241096,26.33338,../data/output/patches/syracuse_ny/3167089_m_4307663_nw_18_060_20211020_1833.png,18
0.61278874,-27.52015,../data/output/patches/syracuse_ny/3167089_m_4307663_nw_18_060_20211020_1833.png,15
0.53055674,79.61865,../data/output/patches/syracuse_ny/3167089_m_4307663_nw_18_060_20211020_1833.png,5
0.6444596,95.89527,../data/output/patches/boise_city_id/3126930_m_4311632_nw_11_060_20210604_2060.png,5
0.4686317,10.869998,../data/output/patches/boise_city_id/3126930_m_4311632_nw_11_060_20210604_2060.png,19
0.20856452,-7.24201,../data/output/patches/boise_city_id/3126930_m_4311632_nw_11_060_20210604_2060.png,10
0.77081335,65.540955,../data/output/patches/boise_city_id/3126930_m_4311632_nw_11_060_20210604_2060.png,5
0.53123593,27.982658,../data/output/patches/new_york_ny/3164205_m_4007309_sw_18_060_20211105_601.png,18
0.005060787,1.6502256,../data/output/patches/new_york_ny/3164205_m_4007309_sw_18_060_20211105_601.png,10
0.58902174,-16.560812,../data/output/patches/new_york_ny/3164205_m_4007309_sw_18_060_20211105_601.png,15
0.81211543,7.630058,../data/output/patches/new_york_ny/3164205_m_4007309_sw_18_060_20211105_601.png,11
0.24985687,-24.293621,../data/output/patches/little_rock_ar/3108692_m_3409213_ne_15_060_20211115_1130.png,0
0.36957437,-99.0005,../data/output/patches/little_rock_ar/3108692_m_3409213_ne_15_060_20211115_1130.png,0
0.23384619,-43.7625,../data/output/patches/little_rock_ar/3108692_m_3409213_ne_15_060_20211115_1130.png,6
0.5750434,-101.9553,../data/output/patches/little_rock_ar/3108692_m_3409213_ne_15_060_20211115_1130.png,12
0.79333276,-2.344452,../data/output/patches/portland_me/3141301_m_4307023_ne_19_060_20211007_1724.png,11
0.7929101,-2.0990422,../data/output/patches/portland_me/3141301_m_4307023_ne_19_060_20211007_1724.png,11
0.793278,-2.3842256,../data/output/patches/portland_me/3141301_m_4307023_ne_19_060_20211007_1724.png,11
0.7920159,-1.8822591,../data/output/patches/portland_me/3141301_m_4307023_ne_19_060_20211007_1724.png,11
0.63881725,-4.472141,../data/output/patches/san_antonio_tx/3009474_m_2909820_nw_14_060_20200930_1612.png,15
0.7979895,-39.82697,../data/output/patches/san_antonio_tx/3009474_m_2909820_nw_14_060_20200930_1612.png,1
0.41655356,49.427876,../data/output/patches/san_antonio_tx/3009474_m_2909820_nw_14_060_20200930_1612.png,3
0.97113156,-21.685667,../data/output/patches/san_antonio_tx/3009474_m_2909820_nw_14_060_20200930_1612.png,11
0.576569,-70.08036,../data/output/patches/san_jose_ca/3000137_m_3712150_nw_10_060_20200525_1121.png,12
0.15505573,-55.339905,../data/output/patches/san_jose_ca/3000137_m_3712150_nw_10_060_20200525_1121.png,6
0.36859712,-63.22693,../data/output/patches/san_jose_ca/3000137_m_3712150_nw_10_060_20200525_1121.png,0
0.35740864,-69.36717,../data/output/patches/san_jose_ca/3000137_m_3712150_nw_10_060_20200525_1121.png,0
0.51062846,47.132294,../data/output/patches/rochester_ny/3116020_m_4307751_nw_18_060_20211019_284.png,18
0.6055783,-37.05114,../data/output/patches/rochester_ny/3116020_m_4307751_nw_18_060_20211019_284.png,15
0.07949985,21.536423,../data/output/patches/rochester_ny/3116020_m_4307751_nw_18_060_20211019_284.png,10
0.3593335,-79.025635,../data/output/patches/rochester_ny/3116020_m_4307751_nw_18_060_20211019_284.png,0
0.1873639,23.312534,../data/output/patches/new_orleans_la/3092004_m_2908909_ne_16_030_20211129_3663.png,10
0.30233672,12.578367,../data/output/patches/new_orleans_la/3092004_m_2908909_ne_16_030_20211129_3663.png,19
0.62868464,53.420155,../data/output/patches/new_orleans_la/3092004_m_2908909_ne_16_030_20211129_3663.png,5
0.42756253,65.86006,../data/output/patches/new_orleans_la/3092004_m_2908909_ne_16_030_20211129_3663.png,3
0.64739144,74.456535,../data/output/patches/kansas_city_mo/2981500_m_3909452_nw_15_060_20200607_586.png,5
0.6584683,97.072716,../data/output/patches/kansas_city_mo/2981500_m_3909452_nw_15_060_20200607_586.png,5
0.41614568,14.4309,../data/output/patches/kansas_city_mo/2981500_m_3909452_nw_15_060_20200607_586.png,19
0.5263807,83.38621,../data/output/patches/kansas_city_mo/2981500_m_3909452_nw_15_060_20200607_586.png,5
0.3138229,-35.12847,../data/output/patches/huntsville_al/3114240_m_3408618_ne_16_030_20211126_5740.png,0
0.20314804,-29.278423,../data/output/patches/huntsville_al/3114240_m_3408618_ne_16_030_20211126_5740.png,6
0.39938763,-105.815735,../data/output/patches/huntsville_al/3114240_m_3408618_ne_16_030_20211126_5740.png,0
0.3071029,2.156174,../data/output/patches/huntsville_al/3114240_m_3408618_ne_16_030_20211126_5740.png,19
0.6381786,-24.618368,../data/output/patches/fayetteville_ar/3111027_m_3609462_se_15_060_20210810_1860.png,15
0.7132608,-76.678116,../data/output/patches/fayetteville_ar/3111027_m_3609462_se_15_060_20210810_1860.png,1
0.91638637,-57.19623,../data/output/patches/fayetteville_ar/3111027_m_3609462_se_15_060_20210810_1860.png,1
0.5529912,81.05872,../data/output/patches/fayetteville_ar/3111027_m_3609462_se_15_060_20210810_1860.png,5
0.4536186,-100.63272,../data/output/patches/trenton_nj/2924185_m_4007451_sw_18_060_20191014_1563.png,0
0.40314782,91.48561,../data/output/patches/trenton_nj/2924185_m_4007451_sw_18_060_20191014_1563.png,3
0.32644773,-14.524402,../data/output/patches/trenton_nj/2924185_m_4007451_sw_18_060_20191014_1563.png,19
0.43942967,107.860565,../data/output/patches/trenton_nj/2924185_m_4007451_sw_18_060_20191014_1563.png,3
0.14098513,3.5160122,../data/output/patches/sacramento_ca/2997610_m_3812130_sw_10_060_20200617_275.png,10
0.21891756,-24.477951,../data/output/patches/sacramento_ca/2997610_m_3812130_sw_10_060_20200617_275.png,6
0.39775226,103.86125,../data/output/patches/sacramento_ca/2997610_m_3812130_sw_10_060_20200617_275.png,3
0.576692,-101.026245,../data/output/patches/sacramento_ca/2997610_m_3812130_sw_10_060_20200617_275.png,12
0.82340705,-64.4283,../data/output/patches/omaha_ne/3052086_m_4109640_se_14_060_20200815_1255.png,1
0.831531,34.629677,../data/output/patches/omaha_ne/3052086_m_4109640_se_14_060_20200815_1255.png,11
0.7703051,-0.632293,../data/output/patches/omaha_ne/3052086_m_4109640_se_14_060_20200815_1255.png,11
0.7704697,-0.8583413,../data/output/patches/omaha_ne/3052086_m_4109640_se_14_060_20200815_1255.png,11
0.47649232,-3.9722884,../data/output/patches/lakeland_fl/3097092_m_2808149_sw_17_060_20211202_1687.png,19
0.5600694,76.194496,../data/output/patches/lakeland_fl/3097092_m_2808149_sw_17_060_20211202_1687.png,5
0.52227896,45.386673,../data/output/patches/lakeland_fl/3097092_m_2808149_sw_17_060_20211202_1687.png,18
0.5889497,73.44189,../data/output/patches/lakeland_fl/3097092_m_2808149_sw_17_060_20211202_1687.png,5
0.5647406,91.16778,../data/output/patches/toledo_oh/3069667_m_4108319_sw_17_060_20210726_1761.png,5
0.7710023,-1.0822133,../data/output/patches/toledo_oh/3069667_m_4108319_sw_17_060_20210726_1761.png,11
0.4919115,13.198746,../data/output/patches/toledo_oh/3069667_m_4108319_sw_17_060_20210726_1761.png,19
0.7139858,5.1759953,../data/output/patches/toledo_oh/3069667_m_4108319_sw_17_060_20210726_1761.png,15
0.10073752,63.971054,../data/output/patches/san_jose_ca/3000101_m_3712141_nw_10_060_20200525_1493.png,2
0.3064586,73.11458,../data/output/patches/san_jose_ca/3000101_m_3712141_nw_10_060_20200525_1493.png,3
0.28567222,8.832637,../data/output/patches/san_jose_ca/3000101_m_3712141_nw_10_060_20200525_1493.png,19
0.35566327,67.61909,../data/output/patches/san_jose_ca/3000101_m_3712141_nw_10_060_20200525_1493.png,3
0.51303244,65.54795,../data/output/patches/tulsa_ok/3162496_m_3609549_se_15_060_20210825_1473.png,18
0.6589912,20.444157,../data/output/patches/tulsa_ok/3162496_m_3609549_se_15_060_20210825_1473.png,18
0.5937471,29.204725,../data/output/patches/tulsa_ok/3162496_m_3609549_se_15_060_20210825_1473.png,18
0.363858,30.45971,../data/output/patches/tulsa_ok/3162496_m_3609549_se_15_060_20210825_1473.png,19
0.6063987,27.787664,../data/output/patches/trenton_nj/2924182_m_4007450_nw_18_060_20191014_2279.png,18
0.40102792,91.62977,../data/output/patches/trenton_nj/2924182_m_4007450_nw_18_060_20191014_2279.png,3
0.11154308,12.188355,../data/output/patches/trenton_nj/2924182_m_4007450_nw_18_060_20191014_2279.png,10
0.82479614,32.71419,../data/output/patches/trenton_nj/2924182_m_4007450_nw_18_060_20191014_2279.png,11
0.32830215,68.34397,../data/output/patches/st._louis_mo/2979693_m_3809022_ne_15_060_20200725_365.png,3
0.39834222,-5.3950305,../data/output/patches/st._louis_mo/2979693_m_3809022_ne_15_060_20200725_365.png,19
0.59432375,-15.22929,../data/output/patches/st._louis_mo/2979693_m_3809022_ne_15_060_20200725_365.png,15
0.713748,-67.66385,../data/output/patches/st._louis_mo/2979693_m_3809022_ne_15_060_20200725_365.png,1
0.018748943,1.818507,../data/output/patches/riverside_ca/3000238_m_3311705_se_11_060_20200423_2093.png,10
0.59188116,27.933165,../data/output/patches/riverside_ca/3000238_m_3311705_se_11_060_20200423_2093.png,18
0.32889268,-1.8749814,../data/output/patches/riverside_ca/3000238_m_3311705_se_11_060_20200423_2093.png,19
0.4542796,-17.97715,../data/output/patches/riverside_ca/3000238_m_3311705_se_11_060_20200423_2093.png,19
0.6862799,-79.97131,../data/output/patches/omaha_ne/3052110_m_4109646_se_14_060_20200815_1731.png,1
0.7346954,-45.289288,../data/output/patches/omaha_ne/3052110_m_4109646_se_14_060_20200815_1731.png,1
0.5905734,79.22587,../data/output/patches/omaha_ne/3052110_m_4109646_se_14_060_20200815_1731.png,5
0.6344093,-25.871548,../data/output/patches/omaha_ne/3052110_m_4109646_se_14_060_20200815_1731.png,15
0.021230482,5.15774,../data/output/patches/raleigh_nc/3057153_m_3507804_ne_17_060_20200712_2422.png,10
0.43340868,37.017563,../data/output/patches/raleigh_nc/3057153_m_3507804_ne_17_060_20200712_2422.png,18
0.5675018,-85.82958,../data/output/patches/raleigh_nc/3057153_m_3507804_ne_17_060_20200712_2422.png,12
0.4605216,-60.094086,../data/output/patches/raleigh_nc/3057153_m_3507804_ne_17_060_20200712_2422.png,12
0.30063254,-36.517597,../data/output/patches/vallejo_ca/2993915_m_3812262_se_10_060_20200528_1141.png,0
0.4168955,-9.432988,../data/output/patches/vallejo_ca/2993915_m_3812262_se_10_060_20200528_1141.png,19
0.08712237,-26.844563,../data/output/patches/vallejo_ca/2993915_m_3812262_se_10_060_20200528_1141.png,6
