x,y,filename,cluster
0.12725247,45.892372,../data/output/patches/el_paso_tx/3018252_m_3110613_nw_13_060_20200904_92.png,20
0.73698,4.0594606,../data/output/patches/el_paso_tx/3018252_m_3110613_nw_13_060_20200904_92.png,4
0.2654515,61.615063,../data/output/patches/el_paso_tx/3018252_m_3110613_nw_13_060_20200904_92.png,20
0.38982475,0.8304193,../data/output/patches/el_paso_tx/3018252_m_3110613_nw_13_060_20200904_92.png,0
0.5585224,61.5278,../data/output/patches/phoenix_az/3103603_m_3311231_sw_12_060_20211031_1155.png,19
0.5202652,78.50895,../data/output/patches/phoenix_az/3103603_m_3311231_sw_12_060_20211031_1155.png,19
0.19897251,80.71107,../data/output/patches/phoenix_az/3103603_m_3311231_sw_12_060_20211031_1155.png,20
0.11267813,21.663593,../data/output/patches/phoenix_az/3103603_m_3311231_sw_12_060_20211031_1155.png,3
0.9253797,-15.057256,../data/output/patches/manchester_nh/3151088_m_4307160_se_19_060_20211024_1249.png,4
0.093951955,-53.623074,../data/output/patches/manchester_nh/3151088_m_4307160_se_19_060_20211024_1249.png,28
0.873915,-41.570206,../data/output/patches/manchester_nh/3151088_m_4307160_se_19_060_20211024_1249.png,4
0.72947156,9.639829,../data/output/patches/manchester_nh/3151088_m_4307160_se_19_060_20211024_1249.png,4
0.21408968,-93.134735,../data/output/patches/philadelphia_pa/2924437_m_4007564_se_18_060_20191014_849.png,28
0.07341591,35.506565,../data/output/patches/philadelphia_pa/2924437_m_4007564_se_18_060_20191014_849.png,3
0.005535604,9.342378,../data/output/patches/philadelphia_pa/2924437_m_4007564_se_18_060_20191014_849.png,3
0.51310706,-9.762577,../data/output/patches/philadelphia_pa/2924437_m_4007564_se_18_060_20191014_849.png,0
0.8180213,11.808783,../data/output/patches/boulder_co/3029705_m_4010562_se_13_060_20190919_1445.png,4
0.4428346,-111.448204,../data/output/patches/boulder_co/3029705_m_4010562_se_13_060_20190919_1445.png,10
0.8034563,-47.386272,../data/output/patches/boulder_co/3029705_m_4010562_se_13_060_20190919_1445.png,4
0.8789668,-38.699844,../data/output/patches/boulder_co/3029705_m_4010562_se_13_060_20190919_1445.png,4
0.75238216,10.544152,../data/output/patches/huntsville_al/3114252_m_3408621_ne_16_030_20211023_1901.png,4
0.40903953,42.62075,../data/output/patches/huntsville_al/3114252_m_3408621_ne_16_030_20211023_1901.png,19
0.2660648,96.36539,../data/output/patches/huntsville_al/3114252_m_3408621_ne_16_030_20211023_1901.png,19
0.43620923,31.590021,../data/output/patches/huntsville_al/3114252_m_3408621_ne_16_030_20211023_1901.png,19
0.13165492,14.170919,../data/output/patches/lexington_ky/2968093_m_3708405_nw_16_060_20200531_1284.png,3
0.057779454,26.264614,../data/output/patches/lexington_ky/2968093_m_3708405_nw_16_060_20200531_1284.png,3
0.57625556,-14.630632,../data/output/patches/lexington_ky/2968093_m_3708405_nw_16_060_20200531_1284.png,0
0.03271595,22.437824,../data/output/patches/lexington_ky/2968093_m_3708405_nw_16_060_20200531_1284.png,3
