x,y,filename,cluster
0.045399144,-40.988792,../data/output/patches/el_paso_tx/3018252_m_3110613_nw_13_060_20200904_92.png,0
0.1279539,19.794426,../data/output/patches/el_paso_tx/3018252_m_3110613_nw_13_060_20200904_92.png,0
0.09929177,34.775997,../data/output/patches/el_paso_tx/3018252_m_3110613_nw_13_060_20200904_92.png,0
0.17275545,44.43747,../data/output/patches/el_paso_tx/3018252_m_3110613_nw_13_060_20200904_92.png,0
0.41182578,32.76791,../data/output/patches/phoenix_az/3103603_m_3311231_sw_12_060_20211031_1155.png,0
0.16563295,10.317803,../data/output/patches/phoenix_az/3103603_m_3311231_sw_12_060_20211031_1155.png,0
0.2454141,39.170357,../data/output/patches/phoenix_az/3103603_m_3311231_sw_12_060_20211031_1155.png,0
0.178566,6.4596415,../data/output/patches/phoenix_az/3103603_m_3311231_sw_12_060_20211031_1155.png,0
0.9165539,-25.93119,../data/output/patches/manchester_nh/3151088_m_4307160_se_19_060_20211024_1249.png,1
0.83745867,28.828047,../data/output/patches/manchester_nh/3151088_m_4307160_se_19_060_20211024_1249.png,1
0.79174316,35.01891,../data/output/patches/manchester_nh/3151088_m_4307160_se_19_060_20211024_1249.png,1
0.73981786,37.612774,../data/output/patches/manchester_nh/3151088_m_4307160_se_19_060_20211024_1249.png,1
0.21554007,-50.012466,../data/output/patches/philadelphia_pa/2924437_m_4007564_se_18_060_20191014_849.png,0
0.12366636,-15.15043,../data/output/patches/philadelphia_pa/2924437_m_4007564_se_18_060_20191014_849.png,0
0.35128614,-25.922407,../data/output/patches/philadelphia_pa/2924437_m_4007564_se_18_060_20191014_849.png,0
0.69713265,-2.7775967,../data/output/patches/philadelphia_pa/2924437_m_4007564_se_18_060_20191014_849.png,1
0.703718,40.049477,../data/output/patches/boulder_co/3029705_m_4010562_se_13_060_20190919_1445.png,1
0.7951405,74.935036,../data/output/patches/boulder_co/3029705_m_4010562_se_13_060_20190919_1445.png,1
0.7215516,-32.36898,../data/output/patches/boulder_co/3029705_m_4010562_se_13_060_20190919_1445.png,1
0.60855263,77.02424,../data/output/patches/boulder_co/3029705_m_4010562_se_13_060_20190919_1445.png,1
0.54617184,62.95197,../data/output/patches/huntsville_al/3114252_m_3408621_ne_16_030_20211023_1901.png,1
